mysql> select * from bat.expplaque order by totexp desc limit 1000;
+--------------+------------+------+---------+
| player       | totexp     | lvl  | hideexp |
| Fizbuck      |  436630750 |  100 |       1 | 
| Erlend       |  433539705 |   40 |       0 | 
| Torc         |  433382585 |  100 |       1 | 
| Morpher      |  430575479 |  100 |       0 | 
| Elero        |  429232306 |  100 |       1 | 
| Nuc          |  428196172 |   91 |       0 | 
| Tyro         |  422873538 |  100 |       0 | 
| Geryon       |  420638398 |   99 |       1 | 
| Heretic      |  418899652 |   90 |       1 | 
| Unreserved   |  418092088 |  100 |       0 | 
| Narril       |  417848599 |   95 |       0 | 
| Alvin        |  415956756 |  100 |       1 | 
| Mihkali      |  414810584 |   22 |       0 | 
| Mingray      |  412418984 |   90 |       1 | 
| Arnoldi      |  410678569 |  100 |       0 | 
| Wormtongue   |  409431022 |  100 |       0 | 
| Walciz       |  407416069 |  100 |       0 | 
| Tumbelius    |  407349325 |   94 |       0 | 
| Hurin        |  404001112 |   98 |       1 | 
| Klar         |  403148944 |   90 |       0 | 
| Larppa       |  403002648 |   90 |       1 | 
| Cazul        |  401447316 |   97 |       0 | 
| Ioreth       |  392834316 |  100 |       0 | 
| Humma        |  391678265 |   92 |       0 | 
| Bashag       |  390349033 |   91 |       1 | 
| Yrden        |  387952226 |   95 |       1 | 
| Weilian      |  387667518 |   90 |       1 | 
| Erwain       |  386489114 |   96 |       0 | 
| Rocket       |  385077687 |  100 |       1 | 
| Hannah       |  383550249 |  100 |       1 | 
| Pogowoko     |  380408926 |  100 |       1 | 
| Deleana      |  380393714 |  100 |       0 | 
| Soya         |  378430434 |   99 |       0 | 
| Kape         |  377767651 |  100 |       0 | 
| Captnapalm   |  375110740 |  100 |       0 | 
| Tzager       |  375006953 |  100 |       1 | 
| Khamon       |  374997859 |  100 |       1 | 
| Facekiller   |  374960090 |  100 |       0 | 
| Zaltor       |  374758091 |   99 |       1 | 
| Blodwyn      |  374739871 |   97 |       0 | 
| Juicer       |  373702675 |  100 |       1 | 
| Crowbar      |  373411666 |   95 |       1 | 
| Beliah       |  372037234 |   92 |       0 | 
| Slobber      |  371651539 |   93 |       0 | 
| Pehtoori     |  369297057 |   94 |       1 | 
| Balthas      |  367740643 |   95 |       1 | 
| Kohothegreat |  365645633 |   90 |       0 | 
| Blayke       |  364462851 |   94 |       0 | 
| Xarath       |  363437033 |  100 |       0 | 
| Aceduck      |  363322444 |   90 |       0 | 
| Morik        |  361521471 |   90 |       0 | 
| Dandy        |  360677640 |  100 |       0 | 
| Scary        |  358270188 |   90 |       1 | 
| Matriam      |  357798475 |   91 |       1 | 
| Zammy        |  357767513 |   90 |       0 | 
| Sunshine     |  357113019 |  100 |       1 | 
| Shar         |  356424340 |   90 |       1 | 
| Sareth       |  355914430 |   90 |       1 | 
| Croesus      |  354832845 |   94 |       0 | 
| Cobain       |  351981638 |   93 |       1 | 
| Aleksi       |  351599766 |  100 |       1 | 
| Caruth       |  351269449 |   97 |       0 | 
| Stargazer    |  350847633 |   90 |       0 | 
| Aranon       |  350155027 |   93 |       1 | 
| Vups         |  349540993 |   90 |       1 | 
| Caveron      |  349344947 |   93 |       0 | 
| Kiraffi      |  349113331 |   95 |       1 | 
| Mino         |  347143270 |   90 |       0 | 
| Halle        |  346963888 |   85 |       0 | 
| Sprite       |  346769116 |  100 |       1 | 
| Wintergreen  |  344733412 |   93 |       0 | 
| Mangara      |  343616429 |  100 |       1 | 
| Walor        |  343006498 |   90 |       0 | 
| Lightscape   |  342449168 |   75 |       0 | 
| Gorph        |  341020763 |   91 |       1 | 
| Interactive  |  339502483 |   90 |       0 | 
| Kragan       |  338959551 |   97 |       0 | 
| Lordil       |  338232696 |   88 |       0 | 
| Lasanta      |  338214487 |   93 |       1 | 
| Presence     |  337674483 |   86 |       0 | 
| Boog         |  337354903 |   97 |       0 | 
| Ssmud        |  335395490 |   91 |       0 | 
| Aegis        |  334746157 |  100 |       1 | 
| Serje        |  333346426 |   95 |       1 | 
| Steelheart   |  332983618 |   96 |       1 | 
| Roenick      |  332809219 |   99 |       0 | 
| Keat         |  329661140 |   95 |       1 | 
| Thunk        |  329625727 |   99 |       1 | 
| Molotov      |  329404355 |   92 |       1 | 
| Smash        |  327479615 |  100 |       1 | 
| Rauskis      |  326947505 |   87 |       1 | 
| Susette      |  326338791 |   94 |       1 | 
| Tyril        |  325698212 |   90 |       1 | 
| Innuendo     |  324414315 |   94 |       0 | 
| Oak          |  324387927 |  100 |       1 | 
| Mallarch     |  323317512 |   96 |       1 | 
| Silencer     |  323268935 |   94 |       1 | 
| Nufan        |  322573233 |  100 |       1 | 
| Nazrix       |  322383460 |   97 |       0 | 
| Tascruel     |  322052830 |   91 |       0 | 
| Atomska      |  321911132 |   94 |       0 | 
| Decapit      |  320359970 |   90 |       1 | 
| Bohemian     |  319725784 |  100 |       1 | 
| Goldie       |  319231579 |   93 |       1 | 
| Tarkus       |  319030577 |    1 |       1 | 
| Septium      |  317153261 |   85 |       0 | 
| Dafur        |  316700378 |   92 |       0 | 
| Flora        |  315816490 |  100 |       1 | 
| Daran        |  314414027 |  100 |       1 | 
| Glaurung     |  314410541 |   90 |       0 | 
| Klinga       |  314244673 |   90 |       1 | 
| Glycoli      |  314233722 |  100 |       0 | 
| Eraser       |  313575414 |   91 |       1 | 
| Cavalier     |  312818445 |   91 |       0 | 
| Mysteryman   |  312772577 |   92 |       1 | 
| Panthos      |  311174576 |   94 |       0 | 
| Valdec       |  309959782 |   90 |       0 | 
| Predator     |  309886611 |   93 |       0 | 
| Shadizar     |  308464173 |   98 |       1 | 
| Gemiina      |  306253286 |  100 |       1 | 
| Mahon        |  305156518 |   87 |       1 | 
| Alder        |  304891843 |   95 |       1 | 
| Tackle       |  304705388 |   88 |       0 | 
| Antikiller   |  303398372 |   93 |       0 | 
| Maia         |  303356363 |   97 |       0 | 
| Geroth       |  303270373 |   91 |       0 | 
| Anakin       |  302635420 |   87 |       0 | 
| Toth         |  302165306 |   97 |       1 | 
| Laaban       |  301579223 |   90 |       1 | 
| Zorc         |  301414851 |   90 |       1 | 
| Kahmuli      |  299962531 |   78 |       0 | 
| Munkki       |  299959724 |   96 |       1 | 
| Solarhawk    |  299938899 |   91 |       0 | 
| Hymn         |  299836337 |   83 |       0 | 
| Typhos       |  298824921 |   84 |       0 | 
| Gilead       |  297532248 |   90 |       0 | 
| Krzysiek     |  297529050 |   90 |       0 | 
| Galaf        |  297460287 |   94 |       0 | 
| Spick        |  297171553 |   90 |       0 | 
| Tonto        |  296973654 |   94 |       1 | 
| Delveling    |  296683354 |   92 |       0 | 
| Martow       |  296565803 |   93 |       0 | 
| Azgaroth     |  296561651 |   92 |       0 | 
| Murdoch      |  294836631 |   90 |       0 | 
| Cealdyn      |  294312736 |   91 |       0 | 
| Garok        |  293089648 |   92 |       0 | 
| Lazarus      |  291520937 |   80 |       1 | 
| Puhuri       |  290459995 |   98 |       1 | 
| Mandrake     |  290029782 |  100 |       1 | 
| Mendar       |  288407591 |   95 |       0 | 
| Calmar       |  288316639 |   93 |       0 | 
| Don          |  286682486 |   90 |       0 | 
| Macala       |  286003760 |  100 |       1 | 
| Masteri      |  285793239 |   94 |       0 | 
| Slith        |  284005451 |   79 |       0 | 
| Serf         |  283399262 |   80 |       1 | 
| Markuz       |  283083257 |   91 |       0 | 
| Backlash     |  281970970 |  100 |       0 | 
| Arachon      |  279943592 |   95 |       1 | 
| Xyloid       |  279748447 |   98 |       1 | 
| Dwilgar      |  278938249 |   84 |       0 | 
| Alorn        |  278507064 |   90 |       1 | 
| Hit          |  277326591 |   90 |       1 | 
| Parsin       |  276702062 |   91 |       1 | 
| Div          |  275295531 |   90 |       1 | 
| Toudi        |  274993797 |   45 |       1 | 
| Mercury      |  274718945 |   98 |       0 | 
| Nct          |  274114299 |   95 |       0 | 
| Nemsis       |  274027861 |   85 |       0 | 
| Imperator    |  273535013 |   90 |       0 | 
| Runko        |  273409966 |   90 |       0 | 
| Mcgurmee     |  273265465 |  100 |       0 | 
| Vesku        |  272348559 |   90 |       0 | 
| Savok        |  270902126 |   90 |       0 | 
| Goa          |  270716335 |   90 |       1 | 
| Superlaama   |  270099064 |   96 |       1 | 
| Chamber      |  268922115 |   92 |       0 | 
| Spica        |  268692685 |   90 |       1 | 
| Kalarobotti  |  268312055 |   89 |       1 | 
| Kheldor      |  268283939 |   93 |       1 | 
| Horns        |  267877819 |   90 |       0 | 
| Shalkan      |  267063699 |   90 |       0 | 
| Kari         |  266160171 |   90 |       0 | 
| Vasquelor    |  265625442 |   83 |       0 | 
| Reann        |  265215001 |  100 |       1 | 
| Rauta        |  264839730 |   90 |       1 | 
| Drum         |  263485239 |  100 |       1 | 
| Blower       |  261193884 |  100 |       1 | 
| Dunlop       |  260778108 |   92 |       0 | 
| Zulle        |  260494282 |   91 |       0 | 
| Fobbis       |  260258244 |   85 |       1 | 
| Ganelon      |  259544988 |   88 |       0 | 
| Fimir        |  259425714 |   93 |       0 | 
| Ivan         |  259365020 |   85 |       0 | 
| Comax        |  258916514 |   93 |       0 | 
| Lurkku       |  256898937 |   92 |       0 | 
| Akku         |  256671661 |   90 |       1 | 
| Flirt        |  255965409 |   91 |       0 | 
| Hairybelly   |  255718706 |   85 |       0 | 
| Sylkwyng     |  255572322 |   89 |       1 | 
| Sumendar     |  255404677 |   90 |       0 | 
| Tfafalcon    |  254628915 |   93 |       0 | 
| Xymbarg      |  254491840 |   90 |       1 | 
| Skie         |  253431415 |   97 |       1 | 
| Keno         |  252612308 |   91 |       0 | 
| Toivo        |  252528242 |   92 |       1 | 
| Borealis     |  251525143 |   93 |       0 | 
| Mega         |  251281418 |   90 |       1 | 
| Belse        |  251166019 |   86 |       0 | 
| Muroxite     |  251005733 |   90 |       1 | 
| Sirus        |  250121324 |   92 |       0 | 
| Marv         |  250096853 |   92 |       1 | 
| Nepnep       |  249780354 |   82 |       0 | 
| Formse       |  248765965 |   93 |       1 | 
| Mankind      |  248399789 |   91 |       0 | 
| Zash         |  247317369 |   90 |       1 | 
| Draxx        |  246748381 |   92 |       1 | 
| Boot         |  246570301 |   88 |       0 | 
| Kanth        |  245905776 |   80 |       0 | 
| Diego        |  245325846 |   90 |       1 | 
| Dornier      |  244590366 |   85 |       1 | 
| Ziba         |  244471828 |   87 |       0 | 
| Dalle        |  244140462 |   92 |       0 | 
| Shmuzin      |  244120984 |   88 |       0 | 
| Zinko        |  242672015 |   90 |       0 | 
| Mursia       |  242233226 |   90 |       0 | 
| Hora         |  241526017 |   95 |       1 | 
| Tatza        |  241091724 |   85 |       0 | 
| Entor        |  241036346 |   89 |       1 | 
| Skyline      |  240640235 |   90 |       0 | 
| Exorcist     |  240148982 |   87 |       0 | 
| Murgan       |  239408890 |   86 |       0 | 
| Zhagaal      |  236857958 |   80 |       1 | 
| Xortan       |  235828194 |   85 |       1 | 
| Ksahn        |  234831253 |   91 |       1 | 
| Doughnut     |  232611733 |   88 |       1 | 
| Snort        |  232363619 |   84 |       0 | 
| Barry        |  231219078 |   78 |       1 | 
| Sparhawk     |  230865146 |   90 |       0 | 
| Damogles     |  230635752 |   79 |       0 | 
| Jerkkis      |  230146588 |   70 |       0 | 
| Vp           |  229460675 |   90 |       0 | 
| Shadowguard  |  229249435 |   89 |       1 | 
| Hampuusi     |  228803069 |   90 |       0 | 
| Grimmm       |  228135048 |   89 |       0 | 
| Morglum      |  227789153 |   96 |       1 | 
| Iceheart     |  226792136 |   90 |       1 | 
| Aruthra      |  226241576 |   82 |       0 | 
| Goricor      |  226003635 |   49 |       1 | 
| Cranax       |  225785664 |   85 |       0 | 
| Armak        |  225382733 |   86 |       0 | 
| Spiral       |  225071218 |   90 |       1 | 
| Robinhood    |  224873249 |   91 |       0 | 
| Noseglue     |  224314715 |   91 |       0 | 
| Sitruuna     |  223443195 |   55 |       0 | 
| Zartan       |  222208654 |  100 |       1 | 
| Desotarion   |  221984892 |   85 |       1 | 
| Farliss      |  221630996 |   94 |       1 | 
| Serra        |  221428883 |   87 |       0 | 
| Wex          |  221079371 |   78 |       0 | 
| Mandigal     |  220879225 |   88 |       0 | 
| Khar         |  219955887 |   90 |       1 | 
| Dachante     |  219453448 |   90 |       1 | 
| Aune         |  219067212 |   91 |       0 | 
| Banzol       |  217968251 |   72 |       1 | 
| Minerva      |  217919959 |   93 |       0 | 
| Anjew        |  217551022 |   78 |       0 | 
| Makke        |  217050938 |   88 |       0 | 
| Thundrax     |  217047769 |   90 |       0 | 
| Leeko        |  216893939 |   80 |       0 | 
| Freld        |  216237094 |   88 |       0 | 
| Duckman      |  216217360 |   90 |       0 | 
| Xentarios    |  216128444 |   74 |       0 | 
| Kreegah      |  215927434 |   90 |       0 | 
| Damut        |  215042156 |   82 |       0 | 
| Tsuran       |  214455733 |   90 |       1 | 
| Sir          |  214288096 |   90 |       0 | 
| Calada       |  214151333 |   93 |       0 | 
| Lark         |  214024900 |   85 |       0 | 
| Ealoren      |  213987800 |   84 |       0 | 
| Nail         |  213819645 |   86 |       1 | 
| Harza        |  212059694 |   93 |       1 | 
| Huppu        |  211253414 |   93 |       0 | 
| Kyndig       |  209876504 |   95 |       0 | 
| Eressa       |  209390238 |   46 |       0 | 
| Blacksmith   |  208933146 |   73 |       0 | 
| Zod          |  208857820 |   92 |       1 | 
| Azhuul       |  208809000 |   86 |       1 | 
| Bhamgral     |  208501492 |   90 |       0 | 
| Lighthouse   |  207331426 |   75 |       0 | 
| Barso        |  207000141 |   88 |       1 | 
| Valger       |  206869734 |   90 |       1 | 
| Buddha       |  206611990 |   89 |       1 | 
| Xodan        |  205956607 |   86 |       0 | 
| Warcas       |  205190605 |   93 |       1 | 
| Biubau       |  205109915 |   90 |       0 | 
| Durtle       |  204864788 |   90 |       1 | 
| Krokodiili   |  203926709 |   92 |       0 | 
| Bloodhunter  |  203804784 |   78 |       0 | 
| Klerris      |  203130742 |   91 |       0 | 
| Sperwer      |  203077611 |   77 |       0 | 
| Kiwi         |  202456093 |    1 |       0 | 
| Xedar        |  202272512 |   90 |       0 | 
| Demo         |  201046060 |   84 |       0 | 
| Seaside      |  200526326 |   79 |       0 | 
| Triton       |  200483910 |   87 |       1 | 
| Caps         |  200244206 |   90 |       0 | 
| Rulla        |  199541660 |   87 |       1 | 
| Pludo        |  199474233 |   87 |       0 | 
| Endure       |  199301284 |   84 |       0 | 
| Scriptor     |  197343302 |   88 |       0 | 
| Okk          |  197169305 |   90 |       1 | 
| Malacoda     |  196700023 |   77 |       0 | 
| Kitania      |  196161748 |   91 |       0 | 
| Stark        |  195400262 |   87 |       0 | 
| Wirah        |  194823079 |   83 |       0 | 
| Mehtar       |  194550750 |   84 |       1 | 
| Dorim        |  194020584 |   85 |       0 | 
| Poe          |  193983592 |   90 |       1 | 
| Air          |  193135236 |   95 |       0 | 
| Orgg         |  192934835 |   83 |       1 | 
| Maejt        |  192706293 |   90 |       1 | 
| Raukka       |  192547219 |   93 |       0 | 
| Halox        |  191984743 |   90 |       0 | 
| Capula       |  191656066 |   80 |       1 | 
| Kryss        |  190909225 |   80 |       0 | 
| Len          |  190787096 |   90 |       0 | 
| Niagara      |  189997211 |   88 |       1 | 
| Mathieu      |  189784861 |   88 |       0 | 
| Saigere      |  189742507 |   85 |       0 | 
| Kuola        |  189673818 |   52 |       0 | 
| Kiefer       |  189354013 |   72 |       1 | 
| Elmindos     |  189198320 |   80 |       0 | 
| Deras        |  188995491 |   87 |       0 | 
| Waser        |  187971033 |   82 |       1 | 
| Vippy        |  187778407 |   90 |       0 | 
| Erygon       |  186512724 |   85 |       0 | 
| Shadowwar    |  186279068 |   78 |       0 | 
| Anastasia    |  185974256 |   68 |       0 | 
| Rapidfire    |  184478154 |   88 |       0 | 
| Zard         |  184345300 |   87 |       1 | 
| Locray       |  183706856 |   90 |       1 | 
| Kiilgore     |  183334512 |   87 |       1 | 
| Cobel        |  183161512 |   15 |       0 | 
| Anon         |  182978799 |   76 |       0 | 
| Boysen       |  182962167 |   77 |       0 | 
| Stormslayer  |  182721860 |   42 |       1 | 
| Chorale      |  182712648 |   90 |       1 | 
| Hobo         |  182577236 |   90 |       1 | 
| Dreoca       |  182506344 |   90 |       0 | 
| Ananator     |  182493488 |   90 |       1 | 
| Dagel        |  181114409 |   83 |       0 | 
| Kazzu        |  180794558 |   91 |       0 | 
| Ginsen       |  180689740 |   84 |       0 | 
| Sancran      |  180457356 |   80 |       0 | 
| Naurava      |  179571673 |   89 |       1 | 
| Moe          |  179040779 |   78 |       0 | 
| Dirke        |  178631249 |   83 |       0 | 
| Immortal     |  177966088 |   88 |       1 | 
| Didan        |  177607482 |   90 |       1 | 
| Elmoth       |  177524572 |   87 |       0 | 
| Venine       |  177144288 |   88 |       1 | 
| Malos        |  176960229 |   87 |       0 | 
| Necrobarbie  |  176600220 |   82 |       0 | 
| Consta       |  175643315 |   71 |       0 | 
| Troile       |  174986107 |   85 |       1 | 
| Andrew       |  174952221 |   73 |       0 | 
| Citadel      |  174159191 |   90 |       0 | 
| Avenar       |  174089844 |   86 |       0 | 
| Bippo        |  173457141 |   84 |       0 | 
| Celesta      |  173352102 |   85 |       1 | 
| Crusifer     |  172939883 |   60 |       1 | 
| Slughter     |  172834427 |   80 |       1 | 
| Mustamiekka  |  171982795 |   86 |       1 | 
| Puptah       |  171204861 |   90 |       0 | 
| Mazaharaza   |  170963070 |   90 |       1 | 
| Dilb         |  169985773 |   85 |       1 | 
| Oku          |  169927782 |   80 |       1 | 
| Raizar       |  169317168 |   84 |       0 | 
| Toum         |  169030523 |   86 |       1 | 
| Delion       |  168823925 |   80 |       1 | 
| Luca         |  168821411 |   90 |       0 | 
| Stalgrad     |  168605425 |   86 |       0 | 
| Serpens      |  168394891 |   86 |       0 | 
| Zarych       |  168183652 |   88 |       0 | 
| Sam          |  167766666 |   83 |       1 | 
| Icebear      |  167637064 |   80 |       0 | 
| Jaael        |  167341323 |   40 |       1 | 
| Linzhou      |  166600750 |   86 |       0 | 
| Jutom        |  166057781 |   90 |       0 | 
| Jantsu       |  165112811 |   90 |       0 | 
| Flea         |  165060127 |   50 |       1 | 
| Joxu         |  165002147 |   77 |       1 | 
| Turska       |  164366823 |   90 |       0 | 
| Kooper       |  164155769 |   90 |       0 | 
| Myrkull      |  164044838 |   83 |       0 | 
| Fulgore      |  164016469 |   90 |       0 | 
| Thorswrath   |  164001226 |   78 |       0 | 
| Trandar      |  163963352 |   82 |       0 | 
| Shaggydope   |  163958796 |   75 |       0 | 
| Ratza        |  163708267 |   87 |       0 | 
| Neth         |  163706600 |   80 |       1 | 
| Shura        |  163083587 |   85 |       1 | 
| Deathwing    |  162864981 |   87 |       0 | 
| Rika         |  162845461 |   80 |       0 | 
| Zalcon       |  162622586 |   80 |       0 | 
| Kazgaroth    |  162554347 |   83 |       1 | 
| Correl       |  162295295 |   80 |       0 | 
| Mikaiyla     |  161718256 |   79 |       0 | 
| Ggr          |  161069074 |   82 |       0 | 
| Kapu         |  160785460 |   84 |       0 | 
| Lyriikka     |  160747479 |   90 |       1 | 
| Moonshine    |  160701252 |   70 |       0 | 
| Blackstar    |  160603235 |   82 |       0 | 
| Yason        |  160449453 |   90 |       0 | 
| Mardraum     |  160340791 |   78 |       0 | 
| Tap          |  160196240 |   80 |       1 | 
| Pim          |  160089248 |   85 |       0 | 
| Zenor        |  160051883 |   83 |       0 | 
| Chaoslord    |  159722859 |   80 |       0 | 
| Calidus      |  159136397 |   80 |       1 | 
| Arkkimedes   |  159107669 |   35 |       0 | 
| Continuity   |  159011724 |   96 |       0 | 
| Kondrad      |  158593344 |   73 |       1 | 
| Latexi       |  157846507 |   76 |       1 | 
| Tuppi        |  157162742 |   80 |       0 | 
| Jarlaxle     |  156823441 |   76 |       1 | 
| Baramoth     |  156583212 |   85 |       0 | 
| Hannibal     |  156426894 |   74 |       0 | 
| Niliz        |  156389676 |   70 |       0 | 
| Gru          |  156388766 |   85 |       1 | 
| Mape         |  156375026 |   90 |       1 | 
| Maximus      |  155066174 |   70 |       1 | 
| Gillibo      |  154925462 |   70 |       0 | 
| Enandor      |  154730024 |   75 |       1 | 
| Dargon       |  154611136 |   90 |       0 | 
| Vulcanus     |  154097723 |   77 |       1 | 
| Marmaar      |  153551137 |   76 |       0 | 
| Cordoba      |  153405468 |   77 |       0 | 
| Korasia      |  153150035 |   90 |       1 | 
| Inferno      |  153058477 |   80 |       0 | 
| Shaermon     |  152872880 |   85 |       0 | 
| Tanta        |  152599860 |   90 |       1 | 
| Zograh       |  151906845 |   80 |       0 | 
| Kanis        |  151884176 |   78 |       0 | 
| Myshkin      |  151432741 |   78 |       1 | 
| Miller       |  151342577 |   80 |       0 | 
| Wanderer     |  151151978 |   25 |       0 | 
| Grain        |  150947930 |   90 |       1 | 
| Talon        |  150854845 |   80 |       1 | 
| Valtava      |  150466253 |   78 |       0 | 
| Shay         |  150386083 |   82 |       1 | 
| Pietu        |  150377949 |   85 |       1 | 
| Caitline     |  150368911 |   83 |       0 | 
| Harle        |  150302141 |   80 |       0 | 
| Strikerbum   |  150242119 |   80 |       0 | 
| Buddhaman    |  150230076 |   80 |       0 | 
| Ulver        |  150196761 |   83 |       0 | 
| Yandor       |  150174130 |   83 |       0 | 
| Viko         |  150174001 |   86 |       0 | 
| Saa          |  150170495 |   75 |       0 | 
| Thorak       |  150130414 |   76 |       0 | 
| Sraz         |  150126236 |   80 |       1 | 
| Hardagon     |  150036373 |   67 |       0 | 
| Kahvia       |  150033139 |   60 |       0 | 
| Blunt        |  150030702 |   83 |       0 | 
| Rognus       |  150017313 |   83 |       0 | 
| Tan          |  150008166 |   80 |       0 | 
| Blackhand    |  150005920 |   83 |       1 | 
| Isovaalee    |  149972269 |   70 |       0 | 
| Virgo        |  149947391 |   79 |       0 | 
| Apopapopyy   |  149943961 |   85 |       0 | 
| Pagar        |  149761122 |   82 |       0 | 
| Sandel       |  149313899 |   73 |       0 | 
| Finwe        |  149277673 |   85 |       1 | 
| Azmodan      |  149231749 |   86 |       1 | 
| Tixe         |  149055808 |   72 |       0 | 
| Zerks        |  148716975 |   82 |       0 | 
| Ordos        |  148698680 |   80 |       0 | 
| Jeskko       |  148674265 |   85 |       0 | 
| Yig          |  148508545 |   73 |       0 | 
| Zerlun       |  148347099 |   16 |       0 | 
| Scaramouche  |  148316755 |   83 |       1 | 
| Farthon      |  148297750 |   90 |       0 | 
| Taylon       |  148145224 |   70 |       0 | 
| Lilhomy      |  147716749 |   80 |       1 | 
| Lux          |  147183718 |   70 |       1 | 
| Blazzer      |  146558983 |   85 |       0 | 
| Nu           |  146116203 |   79 |       0 | 
| Sekiah       |  146051145 |   59 |       0 | 
| Reyalp       |  146043536 |   79 |       0 | 
| Gorge        |  146015810 |   90 |       1 | 
| Crysan       |  146014783 |   88 |       0 | 
| Scaler       |  145615600 |   85 |       0 | 
| Nurtti       |  145607812 |   75 |       1 | 
| Macic        |  145551512 |   81 |       1 | 
| Twomi        |  144854193 |   80 |       0 | 
| Mackakkonen  |  144800352 |   85 |       0 | 
| Birdie       |  144657388 |   82 |       0 | 
| Galdriel     |  144158633 |   85 |       1 | 
